cascade_id,video_url,label,event_title,french,spanish,russian,arabic
r163,https://www.facebook.com/7NewsAustralia/videos/1251928631483994/,real,Mandalay Bay Las Vegas Shooting October 1,2017,Mandalay Bay de Las Vegas Prise de vue 1 Octobre,2017,Mandalay Bay de Las Vegas Toma de fotografías 1 de octubre de,2017,Mandalay Bay в Лас-Вегас съемки 1 октября 2017,ماندالاي باي لاس فيغاس إطلاق نار 1 أكتوبر 2017
r164,https://www.facebook.com/nextquake/videos/2367575976800037/,real,Brussels metro blast immediate aftermath: Passengers flee tunnel following deadly Maalbeek bombing,Bruxelles explosion métro immédiatement après: Les passagers tunnel fuient les bombardements suivants Maalbeek mortels,Bruselas explosión inmediatamente después de metro: Los pasajeros que huyen del túnel tras el bombardeo mortal Maalbeek,Брюссель взрыв метро непосредственно после: Пассажиры бегут туннель следующего смертельной бомбардировки Maalbeek,بروكسل انفجار المترو أعقاب: الركاب الفرار نفق بعد تفجير Maalbeek القاتل
r165,https://www.youtube.com/watch?v=6QO_PGr1Rso,real,Mexico City Earthquake Building collapse o,Mexico effondrement du bâtiment o Tremblement de terre,Ciudad de México terremoto derrumbe de un edificio o,Мехико Землетрясение Строительство Распад о,مكسيكو سيتي زلزال انهيار مبنى س
r166,https://www.youtube.com/watch?v=HixMIKyUqSM,real,Man punches kangaroo in the face to rescue his dog,L'homme frappe Kangaroo face pour sauver son chien,El hombre da un puñetazo en la cara de canguro para rescatar a su perro,Человек бьет кенгуру в лицо,чтобы спасти свою собаку,رجل اللكمات الكنغر في مواجهة لإنقاذ كلبه
r167,https://www.youtube.com/watch?v=izNDNHK3_N8,real,Bear Charges Car in Alaska,Ours en Alaska Frais de voiture,Llevan cargas de coches en Alaska,Медведь Заряжает автомобиль на Аляске,الدب رسوم السيارات في ألاسكا
r168,https://www.youtube.com/watch?v=e_DirfBKATM,real,Luxury skyscraper hotel on fire in Russia's Grozny,Chechnya, hôtel de luxe gratte-ciel sur le feu dans la Russie Grozny,en Tchétchénie, Hotel del rascacielos de lujo en el fuego en Grozny de Rusia,Chechenia, Роскошный отель-небоскреб на пожаре в России Грозном, فندق فاخر ناطحة سحاب على النار في غروزني روسيا، الشيشان
r169,https://www.youtube.com/watch?v=c0ztLtpuwkM,real,Zoo Stockholder Feeds Live Donkey To Tigers,Zoo Stockholder Flux Âne Live To Tigers,Zoo accionista Feeds burro vivo Para tigres,Зоопарк Акционер Лента Живой Осел тигров,حديقة الحيوان صاحب الأسهم علف حمار لايف لنمور
r170,https://www.youtube.com/watch?v=aWpFxEmtIDA,real,Criminals Target Olympic Site in Brazil,Cible olympique du site des criminels au Brésil,Los criminales Sitio de destino olímpica en Brasil,Преступники Целевой олимпийский сайт в Бразилии,استهداف المجرمين الموقع الأولمبية في البرازيل
r171,https://www.youtube.com/watch?v=t9kfJUQnawU,real,Golden Retriever Pokes Head Out From Train Luggage (Storyful,Dogs),Golden Retriever Pokes Head Sortir du train bagages (Storyful,chiens),Golden Retriever Atiza dirige hacia fuera de tren de equipajes (Storyful,perros),Золотистый ретривер Pokes кочан От железнодорожного багажа (Storyful,Собаки),الذهبي المسترد الوخزات يخرج من قطار الأمتعة (Storyful يحصل، الكلاب)
r172,https://www.youtube.com/watch?v=0fNy_tWYkd4,real,NYC Woman head stuck between train doors,tête NYC femme coincée entre les portes de train,NYC mujer cabeza metida entre las puertas del tren,Нью-Йорк Женщина голова застряла между поездом дверей,NYC امرأة تمسك رئيس بين أبواب القطار
r173,https://www.youtube.com/watch?v=tE86aIDQeBQ,real,Dramatic moment North Korean soldier makes mad-dash defection across DMZ,moment dramatique soldat nord-coréen fait défection fou au tableau de bord à travers DMZ,Dramático momento soldado norcoreano hace defección loca el tablero a través de DMZ,Драматический момент Северокорейский солдат делает мад-тир отступничество через ДМЗ,مثيرة لحظة جندي كوري شمالي يجعل انشقاق جنون اندفاعة عبر DMZ
r174,https://www.youtube.com/watch?v=XvMoYEUVcB4,real,Brave Palestinian girl Ahed Tamimi vs Soldier : Where is my brother,Brave fille palestinienne Ahed Tamimi vs Soldat: Où est mon frère,Valiente niña palestina Ahed Tamimi vs Soldado: ¿Dónde está mi hermano,Храбрая палестинская девочка Ахед Тамий против солдата: Где мой брат,شجاعة فتاة فلسطينية عاهد التميمي مقابل الجندي: أين هو أخي
r175,https://www.youtube.com/watch?v=lYFpga7kJxE,real,Dolphin Seen at Mahalaxmi Mumbai,Dolphin Vu à Mahalaxmi Mumbai,Dolphin Visto en Mahalaxmi Mumbai,Дельфин посещение на Махалакшх Мумбаях,دولفين تواجد في ماهالاكسمي مومباي
r176,https://www.youtube.com/watch?v=WNjFFTQsIAg,real,Angry mob throwing stones on mumbai local train near diva railway station,foule en colère jetant des pierres sur le train local mumbai près de la gare de diva,multitud enojada tirando piedras en el tren local de Mumbai,cerca de la estación de tren de la diva,Разъяренная толпа бросали камни в Мумбаях пригородного поезда около дивы железнодорожной станции,غضب الغوغاء بإلقاء الحجارة على القطار المحلي مومباي بالقرب من محطة السكك الحديدية مغنية
r177,https://www.facebook.com/findmeafunnyvideo/videos/1983050238386609/,real,Women in Cologne Germany dragged into subway by migrants,Les femmes à Cologne Allemagne traînés dans le métro par les migrants,Las mujeres en Colonia Alemania arrastrados a metro por los migrantes,Женщины в Кельне Германии втянуты в метро мигрантов,استمرت النساء في كولونيا ألمانيا في مترو الانفاق من قبل المهاجرين
r178,https://www.youtube.com/watch?v=x76VEPXYaI0,real,Grown men fighting over a toy car on Black Friday,Les hommes adultes se disputent une petite voiture sur le Black Friday,Los hombres adultos que luchan sobre un carro de juguete en el Viernes Negro,Взрослые мужчины борется за игрушечный автомобиль на Черной пятницу,الرجال نمت القتال على سيارة لعبة على يوم الجمعة الأسود
r179,https://www.youtube.com/watch?v=VESBrSWm3Yg,real,GoPro: Backflip Over 72ft Canyon - Kelly McGarry Red Bull Rampage 2013,GoPro: Backflip Canyon Plus de 72 pieds - Kelly McGarry Red Bull Rampage 2013,GoPro: Backflip lo largo de 72 pies Cañón - Kelly McGarry Red Bull Rampage 2013,GoPro: Backflip За 72ft Каньон - Келли Макгарри Red Bull Rampage 2013,من GoPro: دورة خلفية أكثر من 72ft كانيون - كيلي ماكغري ريد بول الهيجان 2013
